cat,medcodeid,aurumterm,disease_num,score
Myocardial infarction,118831000006118,subsequent myocardial infarction of unspecified site,1,0
Myocardial infarction,299721019,acute myocardial infarction nos,1,0
Myocardial infarction,300882013,[x]subsequent myocardial infarction of unspecified site,1,0
Myocardial infarction,455651000006114,acute anteroseptal infarction,1,0
Myocardial infarction,455423016,"postoperative myocardial infarction, unspecified",1,0
Myocardial infarction,109915012,postmyocardial infarction syndrome,1,0
Myocardial infarction,208365015,postoperative myocardial infarction,1,0
Myocardial infarction,543291000006110,certain current complication follow acute myocardial infarct,1,0
Myocardial infarction,2619484018,mi - myocardial infarction aborted,1,0
Myocardial infarction,682481000006118,myocardial infarction aborted,1,0
Myocardial infarction,299811016,subsequent myocardial infarction of anterior wall,1,0
Myocardial infarction,299812011,subsequent myocardial infarction of inferior wall,1,0
Myocardial infarction,300881018,[x]subsequent myocardial infarction of other sites,1,0
Myocardial infarction,455641000006112,acute anterolateral infarction,1,0
Myocardial infarction,299718016,other acute myocardial infarction,1,0
Myocardial infarction,455422014,postoperative subendocardial myocardial infarction,1,0
Myocardial infarction,350354017,silent myocardial ischaemia,1,0
Myocardial infarction,256452010,ecg: myocardial infarction,1,0
Myocardial infarction,537751000006115,cardiac rupture following myocardial infarction (mi),1,0
Myocardial infarction,457531000006110,acute inferolateral infarction,1,0
Myocardial infarction,299710011,posterior myocardial infarction nos,1,0
Myocardial infarction,1780501013,acute non-st segment elevation myocardial infarction,1,0
Myocardial infarction,219531000000117,mi - acute myocardial infarction,1,0
Myocardial infarction,299707016,other specified anterior myocardial infarction,1,0
Myocardial infarction,299808017,subsequent myocardial infarction,1,0
Myocardial infarction,460681000006116,acute transmural myocardial infarction of unspecif site,1,0
Myocardial infarction,212061000006119,postoperative transmural myocardial infarction anterior wall,1,0
Myocardial infarction,4031011,old myocardial infarction,1,0
Myocardial infarction,94884017,acute myocardial infarction,1,0
Myocardial infarction,967931000006114,acute posterolateral myocardial infarction,1,0
Myocardial infarction,810811000006116,h/o: myocardial infarct <60,1,0
Myocardial infarction,616081000006113,diab mellit insulin-glucose infus acute myocardial infarct,1,0
Myocardial infarction,230021000006115,personal history of myocardial infarction,1,0
Myocardial infarction,238651000006115,percut transluminal coronary thrombolysis with streptokinase,1,0
Myocardial infarction,1780491019,acute st segment elevation myocardial infarction,1,0
Myocardial infarction,299714019,inferior myocardial infarction nos,1,0
Peptic ulcer disease,498969017,peptic ulcer of oesophagus,8,0
Peptic ulcer disease,302472011,acute gastric ulcer nos,8,0
Peptic ulcer disease,302504013,acute duodenal ulcer without mention of complication,8,0
Peptic ulcer disease,302594017,acute gastrojejunal ulcer nos,8,0
Peptic ulcer disease,302562010,chronic peptic ulcer with obstruction,8,0
Peptic ulcer disease,302542019,duodenal ulcer nos,8,0
Peptic ulcer disease,302470015,acute gastric ulcer with obstruction,8,0
Peptic ulcer disease,158231014,chronic gastric ulcer,8,0
Peptic ulcer disease,269377012,operation on duodenal ulcer nos,8,0
Peptic ulcer disease,81501000006111,unspec peptic ulcer; unspec haemorrhage and/or perforation,8,0
Peptic ulcer disease,410931019,suture of ulcer of stomach nec,8,0
Peptic ulcer disease,302537010,unspecified duodenal ulcer with haemorrhage and perforation,8,0
Peptic ulcer disease,118251000006114,suture of duodenal ulcer not elsewhere classified,8,0
Peptic ulcer disease,269310018,closure of perforated gastric ulcer,8,0
Peptic ulcer disease,121891000006117,stress ulcer nos,8,0
Peptic ulcer disease,302482012,chronic gastric ulcer unspecified,8,0
Peptic ulcer disease,302563017,chronic peptic ulcer unspecified,8,0
Peptic ulcer disease,269314010,other specified operation on gastric ulcer,8,0
Peptic ulcer disease,83140013,chronic duodenal ulcer with perforation,8,0
Peptic ulcer disease,302575010,unspecified peptic ulcer nos,8,0
Peptic ulcer disease,302564011,chronic peptic ulcer nos,8,0
Peptic ulcer disease,206556016,chronic duodenal ulcer,8,0
Peptic ulcer disease,302585011,acute gastrojejunal ulcer,8,0
Peptic ulcer disease,269309011,operations on gastric ulcer,8,0
Peptic ulcer disease,353328012,duodenal erosion,8,0
Peptic ulcer disease,302603010,chronic gastrojejunal ulcer nos,8,0
Peptic ulcer disease,344611000006119,[v]personal history of duodenal ulcer,8,0
Peptic ulcer disease,302463015,acute gastric ulcer without mention of complication,8,0
Peptic ulcer disease,302525013,chronic duodenal ulcer with obstruction,8,0
Peptic ulcer disease,495273013,acute gastric ulcer with haemorrhage and perforation,8,0
Peptic ulcer disease,486596015,chronic duodenal ulcer with haemorrhage and perforation,8,0
Peptic ulcer disease,474430017,acute duodenal ulcer with haemorrhage,8,0
Peptic ulcer disease,353273019,gastric erosions,8,0
Peptic ulcer disease,302473018,chronic gastric ulcer without mention of complication,8,0
Peptic ulcer disease,221011000000113,gastrojejunal ulcer (gju),8,0
Peptic ulcer disease,81321000006111,unspec gastrojejunal ulcer with haemorrhage and perforation,8,0
Peptic ulcer disease,52347016,chronic gastric ulcer with perforation,8,0
Peptic ulcer disease,302541014,unspecified duodenal ulcer nos,8,0
Peptic ulcer disease,302611017,unspecified gastrojejunal ulcer with obstruction,8,0
Peptic ulcer disease,397833011,h/o: peptic ulcer,8,0
Peptic ulcer disease,302565012,unspecified peptic ulcer,8,0
Peptic ulcer disease,495344012,chronic peptic ulcer with haemorrhage,8,0
Peptic ulcer disease,302566013,unspecified peptic ulcer without mention of complication,8,0
Peptic ulcer disease,459013012,endoscopic injection haemostasis of gastric ulcer,8,0
Peptic ulcer disease,81301000006118,unspec duodenal ulcer; unspec haemorrhage and/or perforation,8,0
Peptic ulcer disease,302547013,acute peptic ulcer without mention of complication,8,0
Peptic ulcer disease,302492016,unspecified gastric ulcer with obstruction,8,0
Peptic ulcer disease,317691000000117,anti-platelet induced gastric ulcer nos,8,0
Peptic ulcer disease,302489015,unspecified gastric ulcer with perforation,8,0
Peptic ulcer disease,632091000006116,duodenal ulcer - (du),8,0
Peptic ulcer disease,6875014,chronic peptic ulcer with perforation,8,0
Peptic ulcer disease,411542014,h/o: gastric ulcer,8,0
Peptic ulcer disease,302553013,acute peptic ulcer with obstruction,8,0
Peptic ulcer disease,302481017,chronic gastric ulcer with obstruction,8,0
Peptic ulcer disease,65759011,pyloric ulcer,8,0
Peptic ulcer disease,411541019,h/o: duodenal ulcer,8,0
Peptic ulcer disease,302486010,unspecified gastric ulcer without mention of complication,8,0
Peptic ulcer disease,507303017,acute duodenal ulcer with haemorrhage and perforation,8,0
Peptic ulcer disease,484836012,perforated chronic gastric ulcer,8,0
Peptic ulcer disease,1562941000006111,non steroidal anti inflammatory drug induced duodenal ulcer,8,0
Peptic ulcer disease,302675019,healed gastric ulcer leaving a scar,8,0
Peptic ulcer disease,362951000000115,oversew of blood vessel of duodenal ulcer,8,0
Peptic ulcer disease,454252012,[v] personal history of gastric ulcer,8,0
Peptic ulcer disease,361430016,acute peptic ulcer with haemorrhage and perforation,8,0
Peptic ulcer disease,1231704018,bleeding chronic gastric ulcer,8,0
Peptic ulcer disease,302615014,gastrojejunal ulcer nos,8,0
Peptic ulcer disease,508664015,acute gastric ulcer with haemorrhage,8,0
Peptic ulcer disease,269116019,resection of gastric ulcer by cautery,8,0
Peptic ulcer disease,302483019,chronic gastric ulcer nos,8,0
Peptic ulcer disease,302471016,acute gastric ulcer unspecified,8,0
Peptic ulcer disease,302593011,acute gastrojejunal ulcer unspecified,8,0
Peptic ulcer disease,131281018,acute peptic ulcer with perforation,8,0
Peptic ulcer disease,1562921000006116,non steroidal anti inflammatory drug induced gastric ulcer,8,0
Peptic ulcer disease,81331000006114,unspec gastrojejunal ulcer; unspec haemorrhage/perforation,8,0
Peptic ulcer disease,5742016,chronic gastrojejunal ulcer with perforation,8,0
Peptic ulcer disease,302485014,unspecified gastric ulcer,8,0
Peptic ulcer disease,206558015,chronic gastrojejunal ulcer,8,0
Peptic ulcer disease,302511012,acute duodenal ulcer with obstruction,8,0
Peptic ulcer disease,86362013,duodenal ulcer disease,8,0
Peptic ulcer disease,269376015,other specified operation on duodenal ulcer,8,0
Peptic ulcer disease,302546016,acute peptic ulcer,8,0
Peptic ulcer disease,302487018,unspecified gastric ulcer with haemorrhage,8,0
Peptic ulcer disease,504674011,acute gastrojejunal ulcer with haemorrhage and perforation,8,0
Peptic ulcer disease,302572013,unspecified peptic ulcer with obstruction,8,0
Peptic ulcer disease,302502012,acute duodenal ulcer,8,0
Peptic ulcer disease,302606019,unspecified gastrojejunal ulcer with haemorrhage,8,0
Peptic ulcer disease,457315015,multiple gastric ulcers,8,0
Peptic ulcer disease,302512017,acute duodenal ulcer unspecified,8,0
Peptic ulcer disease,221001000000111,gastric ulcer - (gu),8,0
Peptic ulcer disease,302490012,unspecified gastric ulcer with haemorrhage and perforation,8,0
Peptic ulcer disease,2649532016,anti-platelet induced gastric ulcer,8,0
Peptic ulcer disease,33419017,acute gastric ulcer with perforation,8,0
Peptic ulcer disease,302601012,chronic gastrojejunal ulcer with obstruction,8,0
Peptic ulcer disease,470365013,acute peptic ulcer with haemorrhage,8,0
Peptic ulcer disease,158227015,acute gastric ulcer,8,0
Peptic ulcer disease,554311000006114,chronic gastric ulcer with haemorrhage and perforation,8,0
Peptic ulcer disease,497833010,chronic gastric ulcer with haemorrhage,8,0
Peptic ulcer disease,396345015,gastric ulcer nos,8,0
Peptic ulcer disease,394147019,closure of gastric ulcer nec,8,0
Peptic ulcer disease,2649534015,anti-platelet induced duodenal ulcer,8,0
Peptic ulcer disease,101926016,acute duodenal ulcer with perforation,8,0
Peptic ulcer disease,302513010,acute duodenal ulcer nos,8,0
Peptic ulcer disease,302569018,unspecified peptic ulcer with perforation,8,0
Peptic ulcer disease,508524014,chronic duodenal ulcer with haemorrhage,8,0
Peptic ulcer disease,459010010,endoscopic injection haemostasis of duodenal ulcer,8,0
Peptic ulcer disease,1235493010,bleeding acute gastric ulcer,8,0
Peptic ulcer disease,302527017,chronic duodenal ulcer nos,8,0
Peptic ulcer disease,37964010,prepyloric ulcer,8,0
Peptic ulcer disease,302530012,recurrent duodenal ulcer,8,0
Peptic ulcer disease,269374017,closure of perforated duodenal ulcer,8,0
Peptic ulcer disease,40392014,gastrocolic ulcer,8,0
Peptic ulcer disease,302535019,unspecified duodenal ulcer with perforation,8,0
Peptic ulcer disease,302586012,acute gastrojejunal ulcer without mention of complication,8,0
Peptic ulcer disease,302538017,unspecified duodenal ulcer with obstruction,8,0
Peptic ulcer disease,302604016,unspecified gastrojejunal ulcer,8,0
Peptic ulcer disease,91115011,jejunal ulcer,8,0
Peptic ulcer disease,302514016,chronic duodenal ulcer without mention of complication,8,0
Peptic ulcer disease,302555018,acute peptic ulcer nos,8,0
Peptic ulcer disease,302556017,chronic peptic ulcer without mention of complication,8,0
Peptic ulcer disease,302526014,chronic duodenal ulcer unspecified,8,0
Peptic ulcer disease,499719010,acute gastrojejunal ulcer with haemorrhage,8,0
Peptic ulcer disease,302568014,unspecified peptic ulcer with haemorrhage,8,0
Peptic ulcer disease,345501000006119,[v]personal history of peptic ulcer,8,0
Peptic ulcer disease,269315011,operation on gastric ulcer nos,8,0
Peptic ulcer disease,302602017,chronic gastrojejunal ulcer unspecified,8,0
Peptic ulcer disease,302595016,chronic gastrojejunal ulcer without mention of complication,8,0
Peptic ulcer disease,499386010,chronic gastrojejunal ulcer with haemorrhage,8,0
Peptic ulcer disease,494304013,chronic gastrojejunal ulcer with haemorrhage and perforation,8,0
Peptic ulcer disease,1235462014,bleeding chronic duodenal ulcer,8,0
Peptic ulcer disease,495535010,perforated chronic duodenal ulcer,8,0
Peptic ulcer disease,302608018,unspecified gastrojejunal ulcer with perforation,8,0
Peptic ulcer disease,302534015,unspecified duodenal ulcer with haemorrhage,8,0
Peptic ulcer disease,302576011,peptic ulcer nos,8,0
Peptic ulcer disease,302495019,unspecified gastric ulcer nos,8,0
Peptic ulcer disease,206557013,chronic peptic ulcer,8,0
Peptic ulcer disease,302554019,acute peptic ulcer unspecified,8,0
Peptic ulcer disease,498977018,chronic peptic ulcer with haemorrhage and perforation,8,0
Peptic ulcer disease,81311000006115,unspec gastric ulcer; unspec haemorrhage and/or perforation,8,0
Peptic ulcer disease,110704012,acute gastrojejunal ulcer with perforation,8,0
Peptic ulcer disease,502691000006110,balfour excision of gastric ulcer,8,0
Peptic ulcer disease,302532016,unspecified duodenal ulcer without mention of complication,8,0
Peptic ulcer disease,302531011,unspecified duodenal ulcer,8,0
Peptic ulcer disease,302571018,unspecified peptic ulcer with haemorrhage and perforation,8,0
Peptic ulcer disease,302614013,unspecified gastrojejunal ulcer nos,8,0
Peptic ulcer disease,396346019,peptic ulcer - (pu) site unspecified,8,0
Peptic ulcer disease,27285014,stomal ulcer,8,0
Peptic ulcer disease,269308015,stomach ulcer operations,8,0
Peptic ulcer disease,76511000006111,unspecified gastrojejunal ulcer without mention complication,8,0
Peptic ulcer disease,302592018,acute gastrojejunal ulcer with obstruction,8,0
Peripheral vascular disease,300438011,ruptured thoracic aortic aneurysm,9,0
Peripheral vascular disease,530841000006111,bypass popliteal artery by pop/tib a anast c vein graft nec,9,0
Peripheral vascular disease,742481000006118,ischaemia of legs,9,0
Peripheral vascular disease,639751000006117,emerg replace aneurysm fem art by fem/pop anast c vein graft,9,0
Peripheral vascular disease,173441000006111,replace aneurysm abdominal aorta by anast aorta to aorta nec,9,0
